ID,MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU,NR_LOKALU
622,Banachy,26-545,Sosnowa,600,
623,Kup,75-831,Wiklinowa,819,61
624,Lubasz,49-332,Tradycji,298,46
625,Laska,86-869,Glogowa,546,60
626,Barcino,55-375,Mlodosci,931,41
627,Baranowo,70-495,Letnia,453,
628,Bagniewo,86-736,Promowa,760,
629,Antonów,17-702,Spacerowa,556,
630,Leszczyna,43-748,Rumiank�w,629,
631,Kurabka,65-592,Solecka,473,
632,Baniewice,65-999,Rycerska,918,
633,Lubawka,40-340,Fiolkow,910,
634,Baczków,65-679,Wedrowna,364,91
635,Antonowo,15-587,Spacerowa,693,12
636,Barbarka,53-675,Malinowa,333,
637,Baldwinowice,72-402,Lesna,314,23
638,Lubasz,32-958,Sportowa,234,12
639,Krakówek,91-989,Solecka,714,80
640,Rogienice,51-857,Roz,905,
641,Balin,63-410,Pancerniakow,334,3
642,Barak,85-268,Golebia,352,72
643,Leszkowice,69-612,Klonowa,84,
644,Adamczowice,78-194,Polnocna,496,41
645,Barbarka,41-195,Wspolna,955,
646,Barciszewo,79-434,Krotka,989,
647,Abramów,26-325,Slowianska,312,
648,Bagno,58-722,Sanatoryjna,112,22
649,Lamkówko,10-330,Azaliowa,619,
650,Antonów,78-702,Gajowa,855,52
651,Rogieniczki,50-777,Morska,297,44
652,Rogalinko,66-931,Bursztynowa,409,11
653,Barchnowy,55-496,Jodlowa,290,43
654,Kuranów,59-358,Wesola,730,26
655,Badrzychowice,63-350,Ziemowita,825,86
656,Badulki,28-121,Sadowa,656,64
657,Rogalinko,80-178,Wiklinowa,353,69
658,Lubian,57-208,Skowronkow,316,
659,Leszkomin,14-498,Jezynowa,954,
660,Lasanka,22-270,Szkolna,485,
661,Lacka,96-108,Czeresniowa,982,
662,Bañska,17-349,Zwirowa,585,
663,Kupna,29-908,Koronkowa,262,
664,Rogazy,62-637,Zorzy,543,
665,Grabanów,82-313,Zwirowa,584,
666,Lubianek,72-284,Klonowa,275,
667,Badulki,27-995,Wrzesniowa,288,11
668,Lubenka,88-664,Magnolii,7,
669,achanowo,72-434,Daktylowa,538,26
670,Rogieniczki,41-745,Macierzy,236,78
671,Barciszewo,86-557,Cedrowa,625,6
672,Gorzupia,70-351,Niezapominajek,308,32
673,Grabianów,49-863,Dworcowa,434,
674,Antonin,53-206,Wrzosow,677,
675,Gorzyca,84-931,Strumykowa,241,
676,Balków,66-574,Slonecznikow,778,
677,Krzepielów,95-429,Kra�cowa,925,96
678,Barankowo,87-248,Tychowska,592,
679,Lubatka,10-530,Wakacyjna,861,
680,Laskownica,70-908,Rzeczna,610,75
681,Baczyna,55-735,Czeremchowa,107,50
682,Bachów,49-874,Zytnia,683,69
683,Adamkowo,79-725,Debowa,404,43
684,Bajdyty,44-451,Wrzesniowa,732,
685,Adamierz,29-654,Wiatrow,398,81
686,Kramnik,61-933,Sliwkowa,149,4
687,Lubcz,11-517,Swierkowa,303,12
688,Kraplewo,67-820,Letnia,500,
689,Bagny,67-804,Sanatoryjna,76,76
690,Antonin,55-266,Przepiorek,181,23
691,Abisynia,28-878,Szafranowa,491,
692,Kupna,60-284,Spacerowa,903,
693,Kramarzyny,70-854,Blawatkow,13,6
694,Leszczynka,88-830,Cisowa,380,
695,Bagna,46-380,Slonecznikow,731,22
696,Kramarzyny,24-543,Rumiank�w,34,
697,Rogaszyce,37-253,Makow,268,38
698,Lacka,73-657,Przyjazni,461,
699,Krakowiany,53-942,Zielona,243,
700,Rogity,72-188,Slupska,505,53
701,Bachorza,40-253,Przepiorek,992,63
702,Kraków,87-874,Nagietkow,0,11
703,Adamowizna,58-128,Slaska,47,
704,Bania,16-865,Szkolna,568,46
705,Rogaszyn,71-653,Gerberowa,681,70
706,Bachmatówka,39-634,Gozdzikow,152,
707,Antoniny,40-127,Malinowa,420,
708,Godziszewy,37-858,Zytnia,457,38
709,Lalin,34-878,Wierzbowa,747,70
710,Barak,55-911,Mahoniowa,544,15
711,Bagieniec,50-394,Bliska,936,12
712,Grabarze,97-632,Malinowa,640,4
713,Balcerów,77-620,Niezapominajek,756,52
714,Krzepielów,97-541,Pocztowa,657,
715,Bachury,64-823,Ulanska,192,90
716,Rogi,81-725,Lakowa,653,
717,Bagatelka,22-959,Szmaragdowa,325,
718,Baranica,92-193,Bursztynowa,414,
719,Leszczynka,21-899,Palmowa,228,86
720,Baciki,33-730,Deszczowa,501,
721,Grabce,15-694,Pancerniakow,577,16
722,Leszkowy,33-824,Liliowa,145,5
723,Landek,59-526,Rzeczna,910,
724,Bañska,93-538,Spacerowa,472,
725,Krakowiany,10-532,Palmowa,91,
726,Gorzyczany,62-102,Wedrowna,736,85
727,Bagny,98-795,Panoramiczna,508,
728,Lamk,81-574,Rzeczna,875,53
729,Laskowizna,50-740,Panoramiczna,915,51
730,Krzeptów,76-912,Slupska,135,82
731,Lamkowo,59-501,Sliwkowa,908,84
732,Bagicz,55-105,Szeroka,99,
733,Luberadzyk,30-631,Tkacka,309,
734,Kuranów,34-621,Strusia,174,
735,Lakiele,43-498,Deszczowa,943,10
736,Adamówka,82-177,Krokusow,947,48
737,Lacka,60-396,Zalesie,868,
738,Lubenka,72-321,Zbozowa,612,63
739,Gorzyce,22-326,Liliowa,260,48
740,Rogiedle,23-412,Niezapominajek,647,96
741,Bania,35-338,Bliska,247,44
742,Adamówek,35-568,Wrzosow,36,65
743,Kramnik,54-324,Skowronkow,155,
744,Adamowa,28-937,Krokusow,984,
745,Krzepin,41-971,Szafranowa,404,21
746,Antoniew,82-450,Irysow,431,84
747,Leszczynka,14-801,Zielone Wzgorze,982,
748,Bagrowo,94-159,Zytnia,687,
749,Balnica,47-680,Ziemowita,827,68
750,Bania,72-994,Szafirkow,753,49
751,Antonia,68-771,Spacerowa,329,25
752,Adamowo,16-137,Plowce,505,46
753,Rogalino,56-421,Slonecznikow,270,46
754,Grabianowo,93-985,Swierkowa,161,99
755,Kramarzyny,53-884,Szpitalna,48,
756,Adamek,13-867,Zalesie,824,
757,Lubaszowa,60-234,Kalinowa,858,64
758,Bachury,42-312,Sosnowa,951,48
759,Antoniewice,49-246,Solecka,935,
760,Krzepin,91-645,Palmowa,830,1
761,Lubianka,56-497,Sliwkowa,829,38
762,Lubcz,84-621,Paproci,558,28
763,Barany,72-764,Glogowa,211,
764,Antoniewo,38-587,Brzozowa,424,75
765,Laliny,69-980,Zytnia,993,6
766,Lady,69-413,Hebanowa,270,7
767,Rogalki,52-584,Kra�cowa,680,43
768,Lasek,81-898,Topolowa,772,53
769,Banie,90-694,Magnolii,927,
770,Barchaczów,50-199,Topolowa,338,
771,Bajdyty,86-258,Roz,282,40
772,Lubaszcz,82-389,Kupiecka,670,34
773,Adamierz,88-452,Jodlowa,18,50
774,Laseczno,84-675,Fiolkow,916,
775,Bania,86-383,Pocztowa,455,
776,Krakulice,57-515,Palmowa,10,
777,Kuplisk,36-506,Wiatrow,858,46
778,Rogiedle,85-875,Zwyciestwa,662,0
779,Krzemykowo,34-964,Spoldzielcza,411,73
780,Barcinek,43-520,Stoczniowcow,126,
781,Badów,37-734,Krakowska,20,
782,Antonie,88-571,Szyprow,783,
783,Lubiaszów,41-195,Krotka,271,22
784,Kraplewo,87-280,Ksiezycowa,934,
785,Gorzupia,33-923,Rubinowa,111,17
786,Bania,65-433,Rzemieslnicza,379,
787,Bandrów,56-798,Malinowa,625,
788,Barbarka,20-529,Magnolii,90,
789,Lamkowizna,63-802,Polna,381,92
790,Baranówka,32-288,Swiatowida,385,97
791,Bandrów,59-227,Pocztowa,351,
792,Lubczyna,70-892,Kwiatowa,391,22
793,Bagieniec,91-249,Azaliowa,881,89
794,Krakulice,69-151,Strusia,767,
795,Achrymowce,99-954,Polnocna,636,97
796,Bajtkowo,16-272,Syrenki,630,
797,Ladzin,99-951,Liliowa,105,
798,Landzmierz,34-735,Swiatowida,338,33
799,Adaminowo,16-718,Szafranowa,395,34
800,Balków,74-350,Solecka,436,6
801,achanowo,61-863,Slaska,66,
802,Leszczyny,69-368,Spokojna,135,75
803,Godziszowa,85-799,Szafirkow,310,91
804,Lady,10-719,Czeresniowa,630,
805,Bagniuki,54-969,Malownicza,794,
806,Balewko,46-483,Gerberowa,412,32
807,Rogatka,12-707,Debowa,947,
808,Krzesimowo,53-805,Sloneczna,998,73
809,Ladorudzek,35-177,Mahoniowa,723,38
810,Kramkówka,91-704,Krawiecka,767,
811,Badulki,67-327,Daleka,163,
812,Bajtkowo,90-493,Brzoskwiniowa,729,
813,Balice,21-612,Zielone Wzgorze,591,49
814,Rogaszyce,23-778,Slaska,643,97
815,Bachus,11-191,Stokrotek,427,
816,Laski,13-891,Paproci,528,
817,Adampol,40-570,Zielona,770,22
818,Kupno,18-236,Solecka,880,98
819,Antonów,85-669,Zielona,856,66
820,Bachorzyn,97-296,Palmowa,647,55
821,Rogity,94-484,Krawiecka,276,57
822,Ladzin,68-933,Biwakowa,532,36
823,Antonie,61-486,Malownicza,985,91
824,Lubaszcz,28-138,Stoczniowcow,324,
825,Adamka,88-840,Zurawia,281,
826,Banachy,96-736,Magnolii,270,16
827,Badów,33-151,Ksiezycowa,204,93
828,Bandysie,55-739,Tulipanow,833,36
829,Bañska,26-473,Pigwowa,121,
830,Abisynia,91-826,Strefowa,638,
831,Bagienica,86-612,Ulanska,609,20
832,Baranica,12-746,Stoczniowcow,230,53
833,Grabianów,41-244,Bliska,23,
834,Ladzin,11-277,Wspolna,24,63
835,Bakaniuk,44-507,Przepiorek,471,
836,Bañska,14-471,Palmowa,798,74
837,Antonów,51-761,Limbowa,225,
838,Bagna,40-384,Topolowa,209,40
839,Antonowo,65-457,Daktylowa,293,31
840,Balinka,67-799,Wypoczynkowa,765,
841,Lasanka,73-974,Zytnia,88,
842,Grabianów,13-830,Wypoczynkowa,186,
843,Laskowa,99-187,Zyzna,949,93
844,Adampol,76-134,Teczy,771,
845,Kramsk,49-996,Saperow,434,
846,Gorzuchowo,56-506,Poziomkowa,9,52
847,Bañki,19-782,Polnocna,701,
848,Leszczyna,72-348,Modrzewiowa,270,
849,Leszczyna,97-529,Solecka,572,12
850,Bagienki,23-271,Orlikow,575,
851,Antoniów,79-901,Rzeczna,190,
852,Rogazy,85-710,Syrenki,424,
853,Krakowice,92-436,Skowronkow,232,7
854,Balewo,72-700,Zielone Wzgorze,955,2
855,Balinka,73-805,Stoczniowcow,656,65
856,Luberadzyk,31-965,Leszczynowa,88,57
857,Lasek,74-539,Limbowa,924,
858,Lubczyno,89-485,Wodnika,210,72
859,Bajory,41-696,Zwirowa,498,
860,Baranówek,63-205,Krotka,787,
861,Kupimierz,61-399,Tradycji,762,63
862,Krakulice,14-666,Przepiorek,865,
863,Antoniki,90-160,Morska,424,
864,Lubczyno,62-368,Fiolkow,433,99
865,Gorzyczany,66-558,Papiernicza,543,37
866,Godziszewy,38-556,Swiatowida,866,
867,Antoniów,70-514,Topolowa,843,
868,Lubcz,79-342,Daleka,167,
869,Barcza,64-687,Rybacka,518,
870,Kramarzyny,43-686,Solecka,914,
871,Bagatela,20-120,Sloneczna,255,82
872,Balewo,11-157,Podmiejska,213,28
873,Adamka,56-226,Spacerowa,338,
874,Laskowiec,77-276,Jodlowa,814,
875,Rogalice,77-730,Gajowa,128,63
876,Kramkowo,24-682,Wrzosow,908,
877,Bagieniec,69-186,Szmaragdowa,768,
878,Kupna,55-611,Krokusow,805,50
879,Achrymowce,33-316,Smiala ,632,
880,Rogalice,13-399,Saperow,263,70
881,Lubczyna,98-524,Ksiezycowa,220,91
882,Baliki,48-489,Bliska,169,2
883,Krzepczów,46-794,Spacerowa,246,87
884,Laskowiec,94-936,Krakowska,325,
885,Kupientyn,25-373,Boczna,286,43
886,Lubian,32-128,Cicha,255,
887,Lubasz,40-158,Spokojna,180,
888,Lubiaszów,32-647,Rybacka,911,65
889,Grabce,21-179,Ulanska,586,56
890,Barchaczów,16-956,Sarzynska,382,
891,Lubenka,50-285,Zbozowa,313,
892,Balinka,93-711,Dobra,199,96
893,Bagienice,28-209,Jesionowa,620,
894,Kramarzówka,50-410,Blekitna,602,
895,Adamczycha,84-121,Wesola,682,34
896,Ladzin,78-384,Jezynowa,437,
897,Kupin,15-540,Magnolii,908,
898,Antoniki,94-120,Szmaragdowa,317,
899,Lubianka,79-975,Wypoczynkowa,339,52
900,Bajorski,99-484,Boczna,120,
901,Leszczyna,46-713,Zwyciestwa,283,47
902,Godziszewo,98-431,Truskawkowa,399,
903,Bañki,80-894,Bursztynowa,379,
904,Barce,48-813,Brzozowa,408,73
905,Ladeniska,29-283,Rzeczna,29,
906,Lubcz,86-573,Jachtowa,992,
907,Bagniuki,58-930,Macierzy,834,
908,Antoniew,36-116,Rybacka,367,14
909,Lubawa,38-318,Jesionowa,455,81
910,Kramkówka,20-423,Zlotych Klosow,249,
911,Baraniec,33-931,Jachtowa,776,77
912,Lubaszcz,88-263,Polna,173,
913,Balin,43-399,Stokrotek,402,89
914,Bagnica,47-842,Krotka,885,
915,Bagnica,59-243,Golebia,496,
916,Lubatowa,89-734,Lakowa,687,
917,Barciany,85-641,Przepiorek,675,65
918,Lubatowa,82-353,Stoczniowcow,858,
919,Godziszowa,87-716,Tulipanow,715,
920,Bachlawa,52-445,Nagietkow,311,
921,Lady,64-977,Widokowa,651,
922,Leszczyny,52-790,Sanatoryjna,509,
923,Krzepczów,53-887,Slowianska,462,
924,Grabce,54-281,Rybacka,715,
925,Bajory,55-770,Zwyciestwa,212,
926,Grabarze,90-136,Kra�cowa,842,
927,Bajdy,67-658,Azaliowa,683,77
928,Bandrów,57-865,Kalinowa,635,57
929,Rogity,89-955,Zurawinowa,576,92
930,Barcikowo,40-734,Jagodowa,275,59
931,Achrymowce,58-211,Zacisze,48,
932,Lalkowy,45-839,Kwiatowa,912,69
933,Krzesimowo,94-846,Dworcowa,783,
934,Krakowice,83-255,Zeglarska,996,15
935,Leszkomin,13-545,Ksiezycowa,779,20
936,Gorzycko,97-840,Sezamkowa,844,
937,Ladzin,16-847,Malownicza,342,91
938,Kramarzówka,60-400,Jasminowa,747,78
939,Antonie,87-829,Pancerniakow,955,36
940,Antoniówka,78-277,Gozdzikow,702,
941,Grabianowo,10-644,Zwirowa,143,
942,Laskowa,71-489,Podmiejska,968,99
943,Bandysie,10-689,Spokojna,774,78
944,Kup,65-352,Hebanowa,480,
945,Barak,12-557,Modrzewiowa,554,68
946,Barcie,17-192,Szafirkow,844,12
947,Rogawka,49-906,Polna,447,98
948,Lubatka,21-168,Gęsia,575,70
949,Kupin,83-706,Rzemieslnicza,695,56
950,Abisynia,77-538,Bzow,106,
951,Lubianków,22-407,Mahoniowa,288,
952,Banie,14-166,Ksiezycowa,850,92
953,Leszczyn,42-980,Diamentowa,301,3
954,Antonie,43-852,Szeroka,185,8
955,Adamówek,87-661,Wichrowa,948,76
956,Barany,75-744,Gerberowa,382,
957,Gorzyca,98-202,Magnolii,457,
958,Antonówka,11-824,Wesola,570,
959,Kramsk,30-674,Slonecznikow,780,8
960,Lasanka,49-882,Cicha,235,91
961,Kramkówka,43-206,Nasturcji,665,76
962,Bagrowo,97-774,Malinowa,618,
963,Grabce,41-655,Wakacyjna,15,
964,Baran,27-789,Slowikow,675,12
965,Las,95-408,Jesionowa,247,
966,Laliny,79-928,Harcerska,421,
967,Abramowice,40-608,Spacerowa,391,5
968,Bachórz,27-451,Dobra,300,40
969,Krakulice,47-203,Zurawia,935,
970,Kramkówka,33-855,Sanatoryjna,963,
971,Antonów,78-334,Owsiana,498,83
972,Rogalino,38-588,Szafranowa,553,29
973,Balnica,25-213,Szafranowa,742,
974,Antoniewko,92-307,Smiala ,972,79
975,Antolin,47-541,Koronkowa,850,
976,Gorzuchowo,91-821,Brzoskwiniowa,368,75
977,Baran,61-166,Pocztowa,444,
978,Lubatka,70-401,Swierkowa,204,
979,Bagniewko,29-287,Tatarakow,190,4
980,Adamowizna,60-464,Rumiank�w,564,
981,Kramsk,54-911,Jachtowa,120,71
982,Kraplewo,26-137,Cisowa,149,81
983,Antoninek,11-557,Ziemowita,721,
984,Balczewo,34-923,Hebanowa,868,8
985,Leszczyn,95-564,Tkacka,209,70
986,Baranówek,26-535,Modrzewiowa,652,
987,Krzepocin,19-760,Rozana,718,
988,Rogielkajmy,35-364,Rzepakowa,485,
989,Bañska,52-981,Sanatoryjna,490,39
990,Bañki,82-872,Krotka,216,
991,Barankowo,15-463,Spacerowa,737,36
992,Barcinek,78-461,Bliska,826,3
993,Adamin,71-945,Rzemieslnicza,429,
994,Abramy,59-471,Lakowa,663,
995,Antoninek,43-579,Panoramiczna,371,27
996,Bajorski,20-123,Rzeczna,90,
997,Barcikowo,14-874,Wedrowna,340,56
998,Banica,84-870,Dobra,77,82
999,Antoniny,19-655,Wspolna,588,4
1000,Bachórzec,95-402,Zurawia,595,
1001,Grabia,42-769,Hebanowa,394,9
1002,Rogawica,30-733,Slowikow,319,70
1003,Rogawka,17-819,Irysow,160,
1004,Abramy,48-420,Sportowa,935,
1005,Rogawica,24-970,Zefirowa,310,
1006,Baranowice,74-810,Irysow,636,43
1007,Kupientyn,41-325,Przyjazni,679,
1008,Barciszewo,54-397,Ziemowita,320,
1009,Lakiele,75-492,Leszczynowa,393,
1010,Balice,56-431,Lakowa,823,80
1011,Baranica,27-841,Wiatrow,373,
1012,Lubenia,45-235,Przepiorek,63,16
1013,Lamkowizna,38-787,Rumiank�w,457,55
1014,Rogalinek,90-769,Skowronkow,993,38
1015,Krakówek,33-541,Ksiezycowa,536,69
1016,Kupno,53-381,Niezapominajek,767,37
1017,Barcikowo,61-553,Prosta,346,1
1018,Leszkomin,77-865,Owsiana,867,14
1019,Baranki,24-381,Jasna,637,
1020,Bale,31-354,Roz,595,
1021,Lady,71-849,Zarnowiecka,222,6
1022,Laseczno,42-743,Zytnia,370,
1023,Banaszki,65-229,Zgoda,225,54
1024,Antoniówka,15-608,Zyzna,206,92
1025,Bagienica,49-147,Slowianska,268,
1026,Antolin,25-120,Gęsia,849,
1027,Grabianka,34-982,Szkutnicza,276,
1028,Antoniewo,69-573,Zbozowa,367,
1029,Bagna,47-375,Swiatowida,59,73
1030,Krzemykowo,84-874,Hebanowa,600,70
1031,Gorzkowiczki,31-217,Wesola,997,
1032,Banino,23-343,Wierzbowa,617,92
1033,Kramkowo,33-550,Zytnia,268,
1034,Bachlawa,46-232,Wierzbowa,230,47
1035,Laskownica,34-281,Jeziorna,445,
1036,Bajory,40-351,Czeremchowa,81,23
1037,Adamczycha,42-346,Zacisze,62,1
1038,Gorzykowo,13-580,Krotka,298,
1039,Antonowo,38-722,Lakowa,245,
1040,Lasek,82-981,Topolowa,795,82
1041,Bachorce,78-287,Zielone Wzgorze,164,66
1042,Krzepiszyn,80-462,Sprezarkowa,667,49
1043,Laska,67-539,Szafranowa,56,41
1044,Rogawica,80-284,Akacjowa,532,31
1045,Barciany,50-420,Wakacyjna,592,
1046,Bagieniec,98-603,Harcerska,584,68
1047,Bajory,20-924,Rumiank�w,111,
1048,Bachus,60-922,Pogodna,290,
1049,Adamówka,33-468,Jesionowa,857,
1050,Gorzyce,61-145,Sezamkowa,334,33
1051,Barak,57-545,Owsiana,483,
1052,Bachórz,98-272,Jabloniowa,3,
1053,Bagienica,90-589,Rybacka,788,50
1054,Abramowice,27-244,Spacerowa,760,
1055,Balcerów,72-160,Swiatowida,15,56
1056,Adamowice,83-524,Swierkowa,456,
1057,Balice,85-496,Krokusow,483,16
1058,Adamówek,78-244,Tkacka,723,
1059,Lubaty,43-663,Slupska,860,
1060,Barcice,66-177,Tatarakow,384,
1061,Leszkomin,22-114,Ziemowita,659,25
1062,Antonówka,20-307,Slupska,469,
1063,Bachotek,92-862,Szkutnicza,504,48
1064,Rogielkajmy,74-642,Sezamkowa,345,
1065,Baranki,90-431,Lakowa,953,
1066,Baranówek,11-216,Brzozowa,463,94
1067,Rogazy,87-426,Podmiejska,221,42
1068,Lasek,35-639,Strusia,396,77
1069,Rogalice,59-841,Mirtowa,733,87
1070,Bagny,89-997,Bliska,42,3
1071,Grabce,70-486,Sosnowa,640,57
1072,Adamowa,96-865,Jachtowa,859,
1073,Barcikowo,89-591,Klonowa,11,
1074,Lamkowizna,11-554,Modrzewiowa,843,74
1075,Barcice,32-253,Pigwowa,806,
1076,Leszczyniak,28-211,Akacjowa,442,
1077,Rogawica,91-760,Tulipanow,174,48
1078,Barany,38-297,Kupiecka,671,10
1079,Antoniów,75-333,Mahoniowa,269,68
1080,Leszczyniec,90-203,Wiatrow,612,
1081,Bagienko,92-911,Modrzewiowa,272,
1082,Antoniów,69-765,Slowikow,764,73
1083,Landek,64-582,Wrzosow,796,46
1084,Barcie,48-387,Pigwowa,785,
1085,Balewo,60-753,Promykowa,998,25
1086,Rogalin,83-746,Kasztanowa,127,84
1087,Antonie,72-403,Pigwowa,879,40
1088,Grabarka,12-255,Pszeniczna,799,98
1089,Antoniów,62-988,Blawatkow,138,37
1090,Gorzuchy,34-762,Diamentowa,364,10
1091,Gorzuchów,48-542,Koronkowa,670,
1092,Banie,29-955,Cedrowa,835,18
1093,Lubatówka,74-131,Leszczynowa,485,
1094,Baranówko,17-110,Brzoskwiniowa,676,50
1095,Grabczok,85-174,Pogodna,1,15
1096,Lubian,67-220,Magnolii,269,
1097,Kramnik,86-912,Spacerowa,8,80
1098,Bajtkowo,96-622,Zbozowa,734,
1099,Kupowo,59-805,Sezamkowa,891,
1100,Baniocha,33-651,Daktylowa,221,63
1101,Rogalik,62-854,Krotka,780,59
1102,Krapkowice,10-776,Sanatoryjna,262,26
1103,Leszkowy,84-876,Brzozowa,126,78
1104,Bajorski,82-265,Cedrowa,620,
1105,Badulki,52-751,Blawatkow,701,5
1106,Grabianów,76-537,Wakacyjna,95,
1107,Kramsk,34-754,Zielona,39,77
1108,Annówka,66-514,Lakowa,74,95
1109,Banica,73-731,Zurawia,446,46
1110,Lubiana,61-790,Spokojna,398,
1111,Lubiaszów,94-361,Krakowska,738,53
1112,Antoniki,86-909,Tychowska,641,9
1113,Bagniewo,48-463,Wisniowa,79,
1114,Barcin,13-350,Zytnia,917,21
1115,Krzesimowo,23-722,Zytnia,103,
1116,Rogieniczki,41-601,Deszczowa,495,
1117,Antolka,63-836,Gozdzikow,398,63
1118,Barcikowo,37-625,Rzeczna,60,26
1119,Krzepiszyn,30-748,Teczy,486,83
1120,Barcza,24-751,Spacerowa,98,44
1121,Lubianków,36-930,Tychowska,672,88
1122,Baniewice,28-968,Deszczowa,393,98
1123,Baranówka,19-141,Leszczynowa,883,
1124,Barbarka,72-522,Truskawkowa,6,
1125,Balcerów,44-786,Kalinowa,173,74
1126,Bajorski,64-541,Jasminowa,214,49
1127,Lubartów,74-169,Panoramiczna,909,84
1128,Bachmackie,33-489,Jasminowa,925,
1129,Rogalin,47-379,Jarzebinowa,147,76
1130,Antoninów,88-123,Blawatkow,124,
1131,Laski,53-430,Krawiecka,871,
1132,Gorzyczki,46-796,Wichrowa,730,
1133,Lubatowa,57-124,Topolowa,48,43
1134,Antonie,87-911,Opalowa,596,
1135,Kramarzówka,91-574,Bursztynowa,54,
1136,Badulki,90-185,Przyjazni,422,49
1137,Bagrowo,73-854,Pogodna,775,80
1138,Gorzyczany,85-206,Jezynowa,404,97
1139,Kramsk,78-655,Deszczowa,764,
1140,Adamkowo,11-339,Zyzna,772,65
1141,Baran,97-144,Wspolna,221,68
1142,Bachorzewo,75-564,Rubinowa,398,
1143,Barciany,42-878,Tatarakow,922,67
1144,Baranów,50-772,Solecka,690,
1145,Krzepiszyn,14-718,Jesionowa,19,
1146,Bagienko,46-678,Zakole,752,88
1147,Balewo,51-762,Jodlowa,901,
1148,Rogaszyn,41-293,Kalinowa,29,
1149,Baliki,29-925,Gęsia,415,82
1150,Kupce,44-283,Lakowa,610,81
1151,Kramkowo,33-566,Gęsia,689,96
1152,Baliki,97-129,Polna,259,
1153,Banie,12-245,Makow,400,95
1154,Grabarze,38-801,Orzechowa,625,
1155,Kupiatycze,89-338,Dobra,984,33
1156,Bachorza,62-630,Szafranowa,28,
1157,Antoniów,79-862,Wodnika,343,
1158,Balinka,75-196,Saperow,290,
1159,Rogalki,53-261,Zurawinowa,912,70
1160,Rogiedle,43-858,Blekitna,733,41
1161,Kramarzewo,63-883,Szpitalna,627,92
1162,Barciszewo,67-652,Brzoskwiniowa,4,75
1163,Lubecko,13-140,Jagodowa,568,71
1164,Barcin,30-723,Akacjowa,176,25
1165,Bachorzew,21-393,Spokojna,564,
1166,Leszczynek,94-935,Gęsia,73,7
1167,Annówka,45-391,Teczy,633,
1168,Adamowo,76-576,Sosnowa,399,
1169,Adamowo,38-911,Orlikow,521,58
1170,Rogawka,30-130,Papiernicza,576,
1171,Annówka,22-440,Gajowa,758,
1172,Antonina,72-587,Promykowa,618,45
1173,Gorzycko,91-294,Syrenki,858,
1174,Baranki,11-460,Mahoniowa,144,
1175,Bachorzew,27-972,Mirtowa,188,
1176,Gorzków,64-730,Solecka,930,87
1177,Grabek,79-879,Morska,46,53
1178,Achrymowce,91-191,Irysow,142,
1179,Gorzycko,44-178,Lakowa,326,
1180,Bachlawa,96-488,Plowce,765,60
1181,Balków,31-813,Tychowska,882,98
1182,Leszczyny,62-334,Mahoniowa,604,47
1183,Kupna,14-577,Jasminowa,501,
1184,Antomieszki,98-314,Slonecznikow,17,43
1185,Baranica,58-348,Bajkowa,161,
1186,Bachorce,71-238,Slaska,153,66
1187,Baran,65-839,Polna,809,86
1188,Balików,55-471,Sportowa,168,
1189,Barchów,41-817,Wrzesniowa,51,
1190,Krzemykowo,59-829,Czeremchowa,68,
1191,Kraplewo,29-214,Nadbrzezna,678,52
1192,Krakowice,81-391,Tulipanow,549,36
1193,Bachlawa,24-280,Zgoda,161,71
1194,Bajtkowo,63-942,Spacerowa,797,84
1195,Bagatele,48-300,Jasminowa,331,
1196,Godziszewo,95-885,Makow,952,
1197,Krzepielów,21-203,Teczy,103,40
1198,Lubatowa,66-583,Zurawinowa,700,
1199,Kuplisk,71-421,Jesionowa,66,
1200,Bagatela,27-436,Szyprow,710,
1201,Rogaszyn,22-194,Zorzy,46,
1202,Baranowice,38-484,Wedrowna,442,13
1203,Baraniec,98-945,Klonowa,716,82
1204,Lubcz,90-315,Wiazowa,454,40
1205,Krakulice,92-941,Zacisze,736,8
1206,Bachorzewo,25-545,Wakacyjna,523,
1207,Rogielkajmy,76-514,Slupska,878,
1208,Godziszowa,76-187,Zielona,230,
1209,Bagrowo,61-592,Lniana,701,
1210,Adamowo,13-656,Rozana,199,
1211,Kuplisk,89-759,Glogowa,343,
1212,Bachotek,99-914,Diamentowa,964,34
1213,Ladzin,93-993,Zyzna,318,52
1214,Laskowiec,87-473,Zorzy,410,50
1215,Baraki,72-533,Zwyciestwa,670,
1216,Ladorudz,21-647,Jabloniowa,372,38
1217,Bachus,49-995,Magnolii,933,51
1218,Adamówka,93-416,Nagietkow,23,49
1219,Baranówko,50-760,Owsiana,939,
1220,Antoniew,68-531,Stokrotek,776,
1221,Baliki,93-547,Spacerowa,946,
1222,Baranica,86-255,Szkutnicza,773,
1223,Baldwinowice,53-394,Nagietkow,989,3
1224,Kramarzówka,58-376,Szkutnicza,982,
1225,Lamk,85-566,Poziomkowa,729,54
1226,Abramy,68-795,Liliowa,225,
1227,Kupienino,10-458,Przepiorek,950,59
1228,Badulki,32-912,Jezynowa,600,84
1229,Badów,15-465,Gęsia,107,3
1230,Baciki,11-473,Sliwkowa,826,
1231,Leszczyna,54-182,Panoramiczna,778,34
1232,Lubaszowa,99-266,Zgoda,110,
1233,Bachorzew,54-924,Brzozowa,339,
1234,Lacka,96-920,Olchowa,677,
1235,Bandysie,10-355,Poziomkowa,872,
