id,miasto,kod_pocztowy,ulica,nr_budynku,nr_lokalu
628,Lanckorona,40-973,Szmaragdowa,475,37
629,Kranów,84-449,Jodlowa,750,
630,Achrymowce,44-151,Jodlowa,262,2
631,Lubianek,56-375,Prosta,838,6
632,Lubaty,70-595,Wrzosow,422,73
633,Baraki,71-486,Poziomkowa,881,21
634,Lubianka,94-725,Rubinowa,479,
635,Anteczków,79-307,Daktylowa,438,44
636,Badów,34-392,Kwiatowa,32,
637,Lubaszcz,33-421,Zefirowa,207,24
638,Lubiana,69-441,Malinowa,192,25
639,Lubawka,45-440,Zwyciestwa,29,
640,Bandrów,14-157,Krawiecka,900,
641,Laskownica,88-587,Rzemieslnicza,613,
642,Lalkowy,20-320,Zeglarska,113,49
643,Bagny,69-520,Bzow,100,
644,Lakiele,84-821,Swiatowida,686,
645,Baranowice,39-437,Tulipanow,82,
646,Baciuty,13-766,Kasztanowa,839,21
647,Kupimierz,24-254,Wisniowa,282,
648,Grabczok,24-784,Alabastrowa,244,
649,Gorzków,79-454,Smiala ,250,5
650,Barcinek,49-897,Plowce,86,71
651,Kupin,15-814,Ziemowita,716,
652,Gorzuchów,94-436,Parkowa,654,94
653,Lubianka,12-262,Pszeniczna,636,
654,Kramkówka,52-179,Podmiejska,554,
655,Kupce,14-825,Zgoda,951,87
656,Antonin,74-494,Daktylowa,520,
657,Bachorza,18-742,Daleka,119,
658,Antoniewo,52-439,Strusia,856,
659,Balcerów,13-621,Sprezarkowa,287,56
660,Barany,68-495,Rubinowa,173,
661,Antoniki,37-497,Sadowa,673,
662,Baldwinowice,42-164,Kasztanowa,619,55
663,Bañki,62-666,Bajkowa,112,
664,Lubawka,22-217,Strefowa,717,52
665,Lubecko,13-495,Zeglarska,672,
666,Baliki,43-356,Zefirowa,774,
667,Kramarzyny,84-635,Pogodna,551,41
668,Adamkowo,40-865,Zgoda,487,60
669,Bagatela,87-859,Azaliowa,500,
670,Krakuszowice,67-541,Jezynowa,3,
671,Bachotek,52-628,Macierzy,109,45
672,Adamek,33-595,Podmiejska,25,8
673,Barcice,11-426,Kra�cowa,127,
674,Barce,20-985,Pogodna,613,61
675,Leszczynek,72-417,Polnocna,712,38
676,Grabczok,75-977,Boczna,194,
677,Rogienice,19-489,Wierzbowa,93,
678,Badów,43-205,Wspolna,64,
679,Lamk,24-497,Tulipanow,359,47
680,Baniocha,87-856,Wspolna,351,
681,Bagnica,81-862,Wiatrow,142,
682,Antonie,44-621,Jarzebinowa,45,
683,Barchaczów,60-714,Tkacka,114,92
684,Lubaszcz,24-888,Slonecznikow,285,64
685,Abisynia,93-155,Przepiorek,1,
686,Antoniówka,54-207,Lesna,14,46
687,Bachury,33-645,Stokrotek,118,88
688,Lubawka,97-194,Jagodowa,486,40
689,Bajorski,32-314,Promowa,530,67
690,Banino,60-973,Tatarakow,453,32
691,Balewko,77-536,Zyzna,888,17
692,Barcza,50-591,Polnocna,332,92
693,Langanki,82-415,Pocztowa,757,90
694,Baligród,77-689,Jachtowa,538,
695,Rogiedle,67-966,Swiatowida,536,
696,Grabek,29-877,Mlodosci,823,43
697,Adamczycha,62-581,Spacerowa,404,29
698,Balinka,98-130,Pancerniakow,945,
699,Ladzin,48-717,Lakowa,832,48
700,Grabanów,50-948,Palmowa,98,
701,Godziszewo,25-421,Sprezarkowa,964,
702,Lubecko,11-526,Szafranowa,883,
703,Balcerów,76-842,Gerberowa,706,46
704,Gorzyce,18-346,Dobra,192,
705,Bale,84-890,Promykowa,875,74
706,Barchlin,71-532,Jodlowa,913,
707,Adampol,53-800,Cicha,515,43
708,Kramarzyny,18-485,Tradycji,88,
709,Leszkowy,49-595,Polna,180,12
710,Achrymowce,78-878,Kalinowa,547,73
711,Antonia,57-325,Grodzka,16,
712,Bagienice,69-551,Zielone Wzgorze,735,
713,Lalkowy,43-473,Poziomkowa,597,
714,Bagdad,68-771,Opalowa,287,
715,Bagnica,97-419,Slowianska,128,
716,Lubaszcz,81-945,Ziemowita,200,77
717,Gorzyczki,29-393,Roz,485,30
718,Adamówka,79-929,Dworcowa,806,
719,Antoniew,60-916,Azaliowa,410,
720,Bachorce,67-622,Wesola,228,21
721,Kurabka,87-321,Wiatrow,392,88
722,Lubatowa,77-719,Papiernicza,792,36
723,Lubianków,15-390,Bajkowa,839,
724,Rogaszyn,12-117,Pocztowa,946,
725,Laskowiec,10-134,Krokusow,181,50
726,Barcikowo,81-952,Kalinowa,179,51
727,Baranowo,17-724,Zefirowa,580,
728,Baran,83-255,Jasminowa,56,75
729,Kraplewo,91-908,Zielona,634,65
730,Leszkiemie,39-975,Wedrowna,175,87
731,Lamkówko,12-199,Wierzbowa,626,
732,Barcin,46-533,Orzechowa,980,9
733,Antoniki,46-125,Golebia,894,58
734,Bañki,92-447,Jabloniowa,325,
735,Bagdad,23-353,Macierzy,543,46
736,Laskowizna,99-568,Wrzesniowa,703,
737,Annówka,10-505,Gozdzikow,86,
738,Grabek,40-391,Bliska,369,23
739,Ladorudzek,75-518,Szmaragdowa,982,
740,Rogi,59-437,Przepiorek,131,55
741,Laseczno,94-163,Szpitalna,417,
742,Banachy,15-379,Czeresniowa,374,
743,Antonów,54-721,Grodzka,961,89
744,Bachórzec,93-724,Swierkowa,154,6
745,Kupientyn,14-821,Macierzy,172,
746,Laskowizna,37-177,Bzow,236,14
747,Lubcz,83-532,Promykowa,444,27
748,Gorzycko,98-239,Alabastrowa,177,31
749,Lady,66-536,Projektantow,154,
750,Grabianów,93-783,Szyprow,234,
751,Bachorce,12-932,Sezamkowa,433,2
752,Baligród,95-176,Modrzewiowa,967,
753,Antoninek,72-790,Stoczniowcow,418,86
754,Rogalinek,67-277,Kra�cowa,755,83
755,Gorzuchowo,91-105,Rubinowa,725,6
756,Bachorza,34-992,Szafirkow,384,
757,Kramarka,67-716,Dworcowa,27,
758,Baranica,67-689,Brzoskwiniowa,756,
759,Adamierz,57-105,Mirtowa,744,41
760,Kupnina,92-486,Morska,217,26
761,Lubenia,27-589,Daleka,531,64
762,Rogiedle,70-702,Orlikow,741,31
763,Lubianków,74-844,Slowianska,431,
764,Bañska,34-538,Kra�cowa,378,23
765,Adamowo,86-312,Hebanowa,77,
766,Kupno,59-962,Spacerowa,493,58
767,Krapkowice,55-969,Klonowa,8,
768,Rogawka,23-653,Kasztanowa,660,
769,Grabce,90-870,Deszczowa,894,14
770,Leszczynka,97-199,Irysow,93,
771,Antoniewice,75-646,Magnolii,15,74
772,Adamowa,78-298,Wodnika,325,
773,Lubiaszów,17-782,Tkacka,220,41
774,Krzemykowo,11-681,Azaliowa,88,
775,Antolin,71-969,Gajowa,335,
776,Landzmierz,12-201,Makow,220,
777,Bagicz,33-549,Sliwkowa,376,
778,Antoniów,47-329,Projektantow,956,38
779,Lubatowa,40-636,Akacjowa,325,
780,Adamowice,84-420,Jezynowa,233,
781,Laskowizna,15-626,Poziomkowa,922,
782,Baranowo,13-472,Daktylowa,371,
783,Baraki,95-745,Diamentowa,329,80
784,Lafajetowo,66-564,Morska,199,69
785,Banica,93-742,Parkowa,738,36
786,Lasaki,77-751,Promowa,601,
787,Adamówek,23-909,Spoldzielcza,764,71
788,Grabce,90-511,Zgoda,264,33
789,Lamkowo,22-279,Malownicza,441,34
790,Badrzychowice,47-130,Zwyciestwa,905,
791,Leszczyniec,70-850,Wrzosow,403,77
792,Baczyna,66-944,Sprezarkowa,454,
793,Antomieszki,10-747,Niepodleglosci,587,52
794,Adamczycha,15-701,Morska,705,76
795,Baraki,80-769,Tkacka,24,
796,Bagrowo,86-685,Biwakowa,648,85
797,Lubatka,23-592,Alabastrowa,554,4
798,Baranki,57-376,Wiazowa,852,
799,Lubawka,12-520,Mlynska,154,8
800,Leszczynek,55-320,Promowa,24,38
801,Bagniewo,70-331,Sezamkowa,962,
802,Lasanka,96-441,Promykowa,758,
803,Bachus,44-198,Kalinowa,0,54
804,Kramarzówka,82-257,Zwirowa,903,
805,Rogalów,20-694,Tulipanow,862,91
806,Leszczynka,88-967,Rumiank�w,72,97
807,Barany,22-253,Slaska,806,75
808,Adamów,97-740,Promowa,337,
809,Kup,57-406,Wiatrow,239,
810,Barce,38-641,Sanatoryjna,324,
811,Baranowice,48-253,Hebanowa,758,
812,Adamówek,60-760,Prosta,866,58
813,Ladeniska,54-944,Azaliowa,357,52
814,Grabianka,67-640,Lniana,846,12
815,Bagatele,32-670,Klonowa,729,57
816,Bakaniuk,83-821,Zytnia,448,88
817,Antomieszki,13-164,Swiatowida,570,
818,Lamki,96-422,Cedrowa,266,10
819,Rogawica,24-619,Daleka,8,
820,Bakaniuk,92-284,Dobra,533,31
821,Lady,27-486,Niezapominajek,16,7
822,Bagieniec,99-457,Wiazowa,884,66
823,Barcice,19-273,Wedrowna,670,75
824,Balewo,84-129,Rozana,98,43
825,Adamki,43-231,Owsiana,95,88
826,Balbinów,56-458,Spoldzielcza,361,85
827,Antonów,91-356,Golebia,647,50
828,Bale,18-107,Pogodna,633,
829,Bakaniuk,56-619,Wrzosow,955,22
830,Bagny,29-973,Zefirowa,190,80
831,Achrymowce,38-441,Teczy,183,
832,Leszczynka,20-970,Wrzesniowa,65,66
833,Bachotek,76-695,Rumiank�w,442,
834,Godziszka,84-701,Jesionowa,935,
835,Baraniec,55-942,Szkutnicza,124,84
836,Lasek,82-562,Golebia,348,56
837,Krzepin,94-934,Cicha,623,94
838,Bagatele,10-278,Niezapominajek,170,
839,Adamkowo,98-723,Saperow,313,
840,Bajtkowo,17-404,Wrzesniowa,690,7
841,Bachorze,36-938,Bliska,357,65
842,Lubcza,66-646,Zyzna,492,66
843,Leszkiemie,19-776,Makow,841,
844,Adamowizna,86-628,Golebia,967,98
845,Anteczków,56-981,Alabastrowa,435,90
846,Laskowo,40-754,Tychowska,735,26
847,Rogalin,32-373,Jachtowa,780,
848,Lubczyno,78-779,Rzeczna,698,
849,Lubczyna,40-200,Golebia,232,13
850,Adamowo,66-856,Szmaragdowa,573,
851,Krzepin,75-869,Poziomkowa,597,96
852,Barbarówka,23-359,Zlotych Klosow,367,
853,Lubianek,29-677,Zacisze,950,25
854,Krzepiszyn,66-770,Wspolna,754,
855,Bachorzyn,93-709,Sosnowa,213,
856,Banie,90-610,Ksiezycowa,574,
857,Laryszów,16-425,Akacjowa,126,90
858,Lamk,78-555,Lesna,655,
859,Adamówka,77-262,Hebanowa,837,12
860,Lasanka,60-130,Niepodleglosci,829,64
861,Krakówek,34-561,Zbozowa,430,58
862,Leszkowice,82-523,Wrzesniowa,375,
863,Gorzycko,68-792,Lesna,933,57
864,Barcza,50-359,Rzepakowa,205,
865,Adamczowice,64-403,Daleka,984,
866,Bagatela,70-923,Rzepakowa,416,
867,Bagieniec,46-162,Przyjazni,557,
868,Baczków,48-178,Rycerska,85,64
869,Lubczyna,26-285,Sadowa,599,
870,Abramowice,79-445,Teczy,745,
871,Leszczyn,90-884,Rozana,889,
872,Leszczynek,98-479,Bzow,657,17
873,Antonia,97-715,Jagodowa,961,
874,Grabianów,64-528,Tatarakow,756,72
875,Anonin,61-372,Gozdzikow,41,5
876,Gorzkowiczki,16-917,Cedrowa,473,
877,Rogawica,78-515,Krawiecka,162,
878,Adampol,28-242,Hebanowa,659,
879,Gorzów,49-383,Teczy,309,
880,Laskowa,16-231,Paproci,382,
881,Leszczyna,75-873,Szmaragdowa,40,43
882,Bachorza,83-468,Wesola,104,85
883,Banie,81-320,Jarzebinowa,585,44
884,Bania,43-457,Sarzynska,883,1
885,Grabce,91-700,Papiernicza,409,60
886,Balewko,55-457,Zorzy,16,
887,Barcza,90-421,Rubinowa,684,60
888,Banino,94-470,Zielone Wzgorze,408,29
889,Gorzków,94-607,Gozdzikow,849,20
890,Rogiedle,86-787,Szyprow,981,
891,Adampol,18-968,Promowa,601,24
892,Gorzyca,46-545,Orzechowa,72,
893,Godziszowa,54-790,Zielone Wzgorze,939,
894,Kupna,57-695,Krokusow,620,
895,Laskowice,99-648,Morska,962,
896,Lubaszcz,42-882,Skowronkow,774,
897,Anteczków,57-467,Papiernicza,552,60
898,Gorzów,69-830,Ksiezycowa,189,3
899,Lady,53-628,Dworcowa,759,53
900,Antonie,78-276,Magnolii,458,
901,Bagienki,33-626,Rumiank�w,815,68
902,Rogalinek,54-733,Wesola,694,79
903,Rogalino,42-296,Wspolna,332,
904,Krzepocinek,29-697,Panoramiczna,192,
905,Lubecko,57-627,Swiatowida,525,62
906,Rogi,76-748,Topolowa,62,95
907,Leszkowice,34-295,Koronkowa,799,16
908,Bañki,70-421,Orlikow,717,
909,Grabek,88-622,Zurawia,388,23
910,Bagatele,39-737,Szpitalna,190,
911,Bachmackie,99-515,Brzozowa,937,
912,Anteczków,57-349,Pogodna,3,69
913,Lakiele,32-293,Olchowa,171,
914,Lamki,55-299,Deszczowa,366,
915,Lubatowa,81-308,Klonowa,415,
916,Bañkowszczyzna,23-624,Zalesie,880,
917,Kupimierz,50-915,Krawiecka,496,
918,Lubartów,55-561,Zeglarska,155,
919,Antonów,93-370,Spokojna,200,85
920,Baniocha,72-455,Rumiank�w,507,95
921,Banie,56-786,Mlynska,171,38
922,Lubatka,89-946,Dworcowa,775,22
923,Baczków,60-802,Cicha,667,9
924,Balinka,44-596,Cisowa,729,32
925,Banie,65-540,Azaliowa,984,
926,Rogalinko,58-397,Spacerowa,578,15
927,Adamówek,31-780,Strumykowa,775,
928,Barciany,37-109,Ziemowita,407,81
929,Bandrów,75-487,Wichrowa,654,51
930,Ladzin,42-516,Teczy,400,32
931,Lubecko,64-672,Smiala ,303,
932,Lubatka,72-830,Spacerowa,714,
933,Krakowiany,64-189,Strusia,776,17
934,Bagniuki,34-382,Wspolna,215,
935,Lubenia,41-465,Kalinowa,18,
936,Grabarze,90-716,Jagodowa,122,
937,Bachorze,96-884,Slowianska,239,49
938,Godziszów,50-775,Bursztynowa,189,
939,Rogierówko,50-933,Jarzebinowa,371,64
940,Barcice,29-222,Lakowa,722,
941,Leszczyn,17-504,Promowa,493,86
942,Adamierz,67-566,Solecka,866,34
943,Kupin,57-411,Wakacyjna,627,
944,Lubiana,96-627,Szkolna,208,
945,Barbarówka,45-368,Strefowa,944,69
946,Bagdad,20-427,Koronkowa,213,91
947,Leszkiemie,56-569,Slowikow,996,10
948,Antonie,30-961,Tkacka,230,
949,Bajory,39-537,Biwakowa,652,
950,Adamka,74-257,Ptasia,867,
951,Adamek,81-763,Hebanowa,994,
952,Bajory,44-345,Dworcowa,60,
953,Bagniewko,43-771,Zgoda,228,
954,Krzepocinek,80-366,Projektantow,878,
955,Lanckorona,18-317,Saperow,123,
956,Bale,98-284,Orzechowa,919,1
957,Bachmackie,53-118,Hebanowa,256,
958,Gorzuchów,19-579,Plowce,347,30
959,Bagny,92-228,Niepodleglosci,279,8
960,Gorzkowice,91-456,Papiernicza,175,
961,Balin,73-133,Bzow,308,
962,Krakowiany,85-318,Roz,206,
963,Rogalinko,73-426,Niepodleglosci,270,56
964,Adamin,67-514,Niezapominajek,968,47
965,Baranowice,84-396,Sportowa,309,96
966,Bajkowizna,10-229,Jodlowa,266,
967,Baranówek,76-206,Teczy,931,
968,Baranowo,71-466,Malownicza,369,
969,Lubatówka,25-563,Wesola,394,
970,Baraki,72-551,Zacisze,216,96
971,Bachorze,18-980,Olchowa,173,
972,Bagnica,44-377,Ulanska,499,
973,Bagienki,88-547,Zwyciestwa,964,2
974,Lafajetowo,78-697,Projektantow,761,
975,Kraków,15-885,Zalesie,376,79
976,Gorzyczki,41-819,Zeglarska,23,
977,Baldwinowice,15-384,Podmiejska,767,
978,Bagatele,54-412,Wakacyjna,28,33
979,Antonielów,27-229,Mirtowa,155,
980,Leszkowice,61-152,Hebanowa,966,60
981,Lamkowo,64-273,Bzow,777,51
982,Rogiedle,75-169,Torfowa,933,46
983,Ladorudzek,31-451,Mirtowa,336,76
984,Banica,86-787,Swierkowa,526,18
985,Grabia,61-910,Alabastrowa,223,65
986,Balczewo,19-251,Sportowa,547,
987,Barbarówka,56-640,Strefowa,25,
988,Lasaki,43-435,Lakowa,798,17
989,Bachlawa,65-639,Palmowa,202,76
990,Adamek,66-978,Lakowa,5,63
991,Gorzkowice,16-954,Wypoczynkowa,889,12
992,Lamki,55-699,Tradycji,145,45
993,Bachus,20-349,Nagietkow,883,
994,Barcza,22-378,Zlota,782,22
995,Anteczków,72-946,Podmiejska,651,
996,Landzmierz,62-262,Strusia,856,
997,Kramkowo,22-265,Zacisze,479,
998,Grabanów,36-157,Prosta,461,10
999,Rogity,39-695,Lesna,979,
1000,Lasanka,36-464,Zalesie,289,
1001,Bagrowo,79-637,Wedrowna,709,
1002,Bachmackie,78-347,Polnocna,513,
1003,Achrymowce,82-522,Prosta,283,99
1004,Banie,38-268,Jachtowa,359,
1005,Bagnica,28-865,Smiala ,365,
1006,Kraplewo,65-813,Letnia,15,86
1007,Laskowiec,17-144,Zefirowa,287,5
1008,Adamki,26-242,Bzow,455,94
1009,Kuranów,61-895,Palmowa,433,
1010,Adampol,28-808,Zwyciestwa,157,61
1011,Lubaszcz,61-815,Sprezarkowa,805,11
1012,Laskowa,42-247,Tychowska,977,
1013,Bachórz,52-671,Letnia,723,
1014,Antonowo,86-309,Szafranowa,884,28
1015,Barchnowy,79-405,Swierkowa,817,39
1016,Rogalinek,85-105,Sanatoryjna,594,73
1017,Kupce,34-753,Spokojna,442,
1018,Krakuszowice,59-668,Rybacka,489,
1019,Lady,89-771,Promowa,799,4
1020,Godziszewy,11-350,Spoldzielcza,258,42
1021,Laskowo,14-590,Wiazowa,2,26
1022,Barcie,86-765,Wierzbowa,677,
1023,Kupientyn,95-871,Strumykowa,904,55
1024,Balczewo,66-114,Klonowa,303,
1025,Leszkiemie,52-336,Smiala ,649,
1026,Baranowiec,47-495,Sprezarkowa,432,14
1027,Kupinin,19-630,Zbozowa,274,19
1028,Baranówka,83-410,Szpitalna,583,
1029,Bachotek,40-164,Krakowska,62,
1030,Baciki,25-885,Rybacka,707,43
1031,Lubcz,11-461,Skowronkow,813,32
1032,Grabarze,53-677,Kasztanowa,224,
1033,Antonie,68-859,Wichrowa,327,
1034,Baczyna,71-295,Ulanska,609,70
1035,Bagny,99-963,Cedrowa,735,1
1036,Anonin,56-217,Gerberowa,807,
1037,Baczyna,37-490,Zurawinowa,240,
1038,Baligród,71-585,Rozana,653,
1039,Gorzyca,13-935,Rzemieslnicza,222,24
1040,Kupienino,56-456,Jesionowa,267,
1041,Leszczynek,32-563,Wakacyjna,947,
1042,Kranek,95-813,Limbowa,822,6
1043,Lubiaszów,34-817,Szkutnicza,183,29
1044,Banino,53-244,Ulanska,92,
1045,Lamkowo,94-912,Polnocna,753,
1046,Badrzychowice,33-893,Tradycji,936,44
1047,Rogalik,40-702,Papiernicza,464,82
1048,Kupna,47-266,Jabloniowa,908,53
1049,Gorzkowice,76-746,Lesna,964,
1050,Lubatka,96-456,Letnia,378,
1051,Lubcza,32-954,Gwiezdna,445,
1052,Lanckorona,54-982,Szpitalna,524,
1053,Baraniec,58-450,Jeziorna,753,45
1054,Bajerze,34-365,Spokojna,156,23
1055,Kraków,74-215,Solecka,485,
1056,Lasaki,24-226,Nasturcji,786,
1057,Bania,43-533,Jasna,168,13
1058,Antonowo,85-983,Slonecznikow,795,
1059,Krajów,45-620,Jasminowa,820,
1060,Grabianów,36-434,Dworcowa,22,63
1061,Gorzuchy,12-946,Alabastrowa,359,53
1062,Baldram,28-344,Ziemowita,716,
1063,Kupno,46-306,Jasna,278,
1064,Bagatele,20-577,Jagodowa,110,
1065,Kraplewo,37-214,Limbowa,134,
1066,Bajdy,69-267,Slowianska,922,6
1067,Balbinów,75-292,Letnia,239,
1068,Kupinin,44-589,Sanatoryjna,29,
1069,Kupinin,36-396,Spoldzielcza,765,
1070,Antoniew,30-915,Przyjazni,359,
1071,Balków,17-807,Nasturcji,394,
1072,Gorzków,36-809,Kasztanowa,173,72
1073,Badulki,88-117,Bursztynowa,198,7
1074,Lamkowizna,20-854,Plowce,394,6
1075,Lamk,27-112,Podmiejska,399,94
1076,Krajów,69-688,Pszeniczna,228,21
1077,Antonin,89-120,Spacerowa,566,
1078,Rogi,50-555,Limbowa,681,
1079,Lady,30-450,Gajowa,385,60
1080,Barcie,43-458,Grodzka,800,58
1081,Adaminowo,70-910,Jachtowa,426,88
1082,Lubecko,44-734,Klonowa,762,62
1083,Adamów,46-924,Magnolii,994,
1084,Adamin,58-358,Nasturcji,330,
1085,achanowo,32-161,Zlotych Klosow,652,
1086,Antonowo,95-140,Slowianska,82,
1087,Antonie,26-179,Rybacka,50,60
1088,Rogaszyn,32-423,Diamentowa,196,91
1089,Grabczok,12-731,Sezamkowa,411,
1090,Gorzuchy,97-435,Wiklinowa,143,
1091,Adamowice,78-817,Niepodleglosci,297,
1092,Krzepice,67-475,Zlotych Klosow,33,67
1093,Bagicz,57-199,Czeremchowa,814,
1094,Krapkowice,86-150,Jagodowa,569,39
1095,Lubiaszów,55-228,Pigwowa,224,29
1096,Anteczków,40-169,Slowianska,915,49
1097,Baraniec,88-679,Papiernicza,11,
1098,Lubejki,75-784,Promowa,40,64
1099,Leszczyny,44-236,Paproci,211,12
1100,Grabianka,45-996,Slowianska,60,
1101,Kramarzewo,95-577,Bajkowa,10,
1102,Antoniewko,10-419,Papiernicza,479,66
1103,Antoniki,88-846,Daktylowa,648,
1104,Antoniów,13-149,Sezamkowa,962,32
1105,Bachorza,69-605,Wakacyjna,764,38
1106,Gorzyczany,41-639,Zeglarska,380,31
1107,Adampol,34-990,Podmiejska,720,
1108,Adamkowo,49-359,Zlotych Klosow,949,
1109,Kranek,13-261,Blawatkow,836,76
1110,Adamkowo,18-609,Pocztowa,889,50
1111,Barchlin,34-531,Podmiejska,904,
1112,Bagienica,78-680,Mahoniowa,509,
1113,Grabczok,62-907,Prosta,935,
1114,Lubaszowa,90-925,Nadbrzezna,684,66
1115,Banica,80-611,Jasminowa,170,
1116,Adamkowo,72-195,Harcerska,825,11
1117,Baczyna,16-627,Bursztynowa,202,18
1118,Barcice,91-450,Skowronkow,700,
1119,Bachorze,13-386,Zorzy,734,
1120,Antoniówka,78-301,Owsiana,96,
1121,Ladorudzek,52-725,Zefirowa,481,
1122,Kupiatycze,63-473,Rybacka,202,31
1123,Krzepiszyn,99-663,Jodlowa,8,
1124,Barcin,58-644,Letnia,515,
1125,Lubcza,75-638,Przepiorek,616,
1126,Baranówek,17-949,Zlota,381,
1127,Leszkowice,56-779,Sportowa,66,
1128,Lalin,63-817,Zurawia,461,78
1129,Kranów,84-506,Sportowa,678,59
1130,Bagniewo,51-684,Projektantow,576,10
1131,Abramy,83-377,Gozdzikow,814,
1132,Lubaszowa,87-989,Paproci,504,15
1133,Kup,21-655,Jarzebinowa,755,
1134,Lubawa,75-443,Wiklinowa,146,1
1135,Lubaszowa,57-502,Dobra,521,41
1136,Achrymowce,57-315,Skowronkow,973,
1137,Baranówka,43-875,Torfowa,382,8
1138,Krzepin,46-431,Stokrotek,983,
1139,Balczewo,90-289,Jasna,49,66
1140,Baliki,78-558,Truskawkowa,835,35
1141,Godziszów,32-895,Opalowa,266,31
1142,Laskownica,51-138,Szkutnicza,417,
1143,Rogatka,59-522,Wesola,81,55
1144,Lubaty,21-500,Szafranowa,147,
1145,Kupiatycze,17-354,Zurawia,896,
1146,Gorzków,45-918,Wrzosow,454,54
1147,Laskownica,75-903,Irysow,492,38
1148,Adamów,92-508,Brzozowa,200,
1149,Rogalinek,27-210,Przyjazni,783,
1150,Rogaszyce,12-226,Promowa,650,94
1151,Baranki,11-808,Azaliowa,237,47
1152,Bagienice,31-481,Jezynowa,540,14
1153,Bagienki,68-706,Panoramiczna,647,44
1154,Baciuty,78-270,Akacjowa,697,53
1155,Krzepocin,51-653,Sportowa,554,
1156,Lakiele,69-750,Rycerska,676,
1157,Antoniewko,38-752,Jezynowa,436,
1158,Leszkomin,84-778,Brzoskwiniowa,952,19
1159,Grabczok,79-563,Wesola,329,
1160,Adamczowice,15-711,Biwakowa,68,43
1161,Baranki,52-747,Topolowa,870,
1162,Lamkówko,87-863,Spoldzielcza,126,88
1163,Kup,97-208,Spokojna,442,1
1164,Lakiele,67-617,Zlota,888,11
1165,Barcino,83-695,Nasturcji,884,28
1166,Langanki,34-994,Jasminowa,947,
1167,Barcikowo,17-902,Orzechowa,712,54
1168,Adamowice,76-484,Blawatkow,494,64
1169,Gorzupia,25-695,Kalinowa,327,27
1170,Leszczynki,70-544,Skowronkow,225,
1171,Rogawka,55-563,Przepiorek,599,
1172,Gorzyca,27-440,Sezamkowa,553,44
1173,Adamka,40-632,Nadbrzezna,303,79
1174,Bandrów,74-397,Malownicza,917,
1175,Ladorudz,37-930,Wrzesniowa,635,
1176,Baranówka,58-886,Orzechowa,24,63
1177,Adamka,73-236,Owsiana,50,
1178,Bagniuki,65-610,Rozana,39,23
1179,Kupiatycze,60-667,Jezynowa,430,99
1180,Kupna,69-377,Akacjowa,118,54
1181,Baraki,67-560,Malinowa,642,
1182,Las,17-716,Bzow,981,
1183,Antoniki,21-431,Roz,303,
1184,Bagny,76-533,Gajowa,572,43
1185,Bagatelka,60-632,Sloneczna,913,23
1186,Baldwinowice,40-754,Pogodna,751,
1187,Abramów,43-983,Rumiank�w,335,86
1188,Bagienice,21-868,Panoramiczna,245,70
1189,Lubawa,56-713,Zlota,202,
1190,Rogieniczki,36-462,Mlynska,813,54
1191,Lubecko,23-296,Prosta,774,46
1192,Leszczynek,26-712,Smiala ,880,
1193,Lubczyna,70-187,Jabloniowa,823,70
1194,Bajdy,73-296,Zlotych Klosow,617,78
1195,Adamek,22-192,Tulipanow,176,59
1196,Balinka,63-868,Krotka,200,43
1197,Adamek,34-449,Kupiecka,201,82
1198,Bandrów,87-944,Zlota,123,
1199,Grabia,63-495,Letnia,838,
1200,Baranica,17-489,Rycerska,384,52
1201,Baniewice,93-187,Zielone Wzgorze,594,16
1202,Krzepin,65-842,Polnocna,250,
1203,Bañki,60-212,Bzow,108,3
1204,Gorzykowo,10-932,Zlotych Klosow,577,
1205,Abisynia,48-542,Limbowa,88,83
1206,Baranki,71-351,Ziemowita,716,
1207,Baranica,87-423,Rybacka,921,71
1208,Bañki,25-691,Smiala ,390,30
1209,Baraniec,54-759,Fiolkow,567,
1210,Krzemykowo,97-133,Wierzbowa,564,60
1211,Gorzyczki,51-773,Bliska,19,90
1212,Banino,30-303,Mlodosci,707,
1213,Kupno,48-129,Polna,507,71
1214,Bachury,97-566,Polnocna,653,55
1215,Gorzuchy,37-852,Topolowa,166,13
1216,Rogalinek,92-698,Zorzy,283,
1217,Adamczycha,18-745,Pogodna,866,2
1218,Krakulice,24-443,Spacerowa,745,
1219,Barchlin,49-958,Ksiezycowa,234,62
1220,Bacze,98-744,Gęsia,691,
1221,Luberadz,63-537,Kalinowa,731,
1222,Grabianka,44-477,Teczy,792,50
1223,Lamki,77-853,Sadowa,2,
1224,Badów,46-485,Klonowa,399,18
1225,Gorzyczki,59-576,Zyzna,725,
1226,Antonin,93-696,Tkacka,701,28
1227,Badów,42-559,Rumiank�w,357,
1228,Bajdyty,11-941,Spoldzielcza,868,79
1229,Adamówek,45-377,Diamentowa,623,
1230,Luberadzyk,85-887,Lesna,124,30
1231,Godziszewy,35-377,Przepiorek,267,
1232,Lubcza,96-988,Bliska,525,
1233,Landzmierz,21-149,Krotka,723,
1234,Bachów,10-419,Zwyciestwa,169,80
1235,Balin,82-991,Szafranowa,469,
1236,Lamkowo,32-357,Wspolna,815,
1237,Balbinów,86-832,Slonecznikow,961,7
1238,Landzmierz,36-400,Tatarakow,524,
1239,Baraniec,21-177,Zgoda,432,70
1240,Godziszów,85-522,Wypoczynkowa,387,
1241,Adamowizna,35-533,Sadowa,857,79
