ID,MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU,NR_LOKALU
2427,Badrzychowice,85-940,Rybacka,846,5
2428,Lasanka,89-453,Topolowa,478,
2429,Kuranów,80-934,Tradycji,813,45
2430,Antoniewo,48-481,Owsiana,836,
2431,Gorzykowo,91-545,Kra�cowa,41,
2432,Leszkowice,50-996,Jachtowa,687,
2433,Balin,55-125,Stoczniowcow,29,
2434,Baranowo,38-951,Jeziorna,784,
2435,achanowo,19-887,Widokowa,561,7
2436,Baranki,33-578,Cisowa,929,
2437,Annówka,33-189,Gęsia,579,
2438,Gorzyce,37-930,Smiala ,888,
2439,Antonina,29-310,Sarzynska,325,
2440,Rogalino,46-339,Hebanowa,963,90
2441,Bandysie,45-349,Przyjazni,5,75
2442,Balcarzowice,66-560,Sarzynska,475,98
2443,Antoniówka,51-678,Rubinowa,238,
2444,Rogalik,59-619,Bliska,453,
2445,Grabianka,11-691,Bzow,162,18
2446,Baranówka,34-916,Jarzebinowa,940,43
2447,Adamin,67-305,Grodzka,695,1
2448,Rogatka,96-628,Truskawkowa,317,
2449,Lakiele,54-292,Pszeniczna,780,58
2450,Laliki,64-950,Sprezarkowa,389,17
2451,Bacze,47-588,Palmowa,794,
2452,Laseczno,30-587,Wedrowna,532,
2453,Krajów,92-578,Szkutnicza,570,
2454,Leszkowy,15-739,Promowa,575,
2455,Bale,41-718,Sloneczna,875,38
2456,Bagatele,89-510,Brzozowa,888,
2457,Banaszki,71-621,Klonowa,925,51
2458,Banino,97-498,Roz,623,
2459,Bachórz,57-227,Zielona,989,
2460,Bagienki,26-218,Szkolna,126,48
2461,Bagicz,62-488,Grodzka,369,96
2462,Bachórz,87-577,Rzeczna,895,
2463,Gorzkowiczki,16-585,Rumiank�w,254,57
2464,Balin,32-796,Wspolna,503,65
2465,Bachury,91-683,Szyprow,309,
2466,Krzepocin,81-574,Zielone Wzgorze,404,62
2467,Lubianków,95-539,Kwiatowa,189,2
2468,Lubatówka,82-447,Zlota,884,
2469,Baranowiec,74-988,Wisniowa,959,
2470,Adamowizna,14-970,Makow,114,4
2471,Barankowo,39-321,Lakowa,790,13
2472,Krzepielów,34-592,Zurawinowa,432,88
2473,Adamek,42-721,Diamentowa,410,52
2474,Antoniówka,83-743,Sosnowa,954,
2475,Godziszewy,17-421,Deszczowa,411,90
2476,Leszczynki,47-347,Gerberowa,159,42
2477,Godziszów,52-162,Zielone Wzgorze,756,
2478,Rogalin,85-891,Wrzesniowa,996,
2479,Kupnina,16-981,Podmiejska,14,37
2480,Bajerze,38-169,Mahoniowa,156,73
2481,Krakuszowice,68-717,Zwirowa,561,
2482,Krzepielów,31-413,Topolowa,813,
2483,Lubczyno,85-825,Opalowa,902,9
2484,Anteczków,90-306,Koronkowa,737,40
2485,Bagatela,36-282,Zeglarska,60,61
2486,Rogalów,51-961,Gerberowa,596,81
2487,Lalin,78-892,Blekitna,454,58
2488,Bagienki,47-323,Jachtowa,67,
2489,Kranek,97-885,Jabloniowa,482,36
2490,Bagnica,34-951,Sanatoryjna,174,8
2491,Antoninek,86-382,Rycerska,82,
2492,Leszczynka,94-967,Bliska,913,65
2493,Kupienin,10-534,Rozana,229,73
2494,Adamowizna,83-110,Tychowska,244,28
2495,Baranica,11-597,Opalowa,592,
2496,Krzemykowo,55-494,Gwiezdna,778,
2497,Kramkówka,77-235,Sportowa,988,
2498,Barcza,65-339,Jachtowa,837,62
2499,Bachorzewo,67-163,Wrzesniowa,213,
2500,Kupce,93-384,Leszczynowa,776,67
2501,Anonin,27-879,Paproci,655,61
2502,Barcin,79-587,Leszczynowa,413,5
2503,Grabianka,73-620,Zielona,603,67
2504,Barchnowy,23-273,Zurawia,405,31
2505,Bachmatówka,63-285,Jagodowa,473,
2506,Langanki,49-866,Slowianska,330,
2507,Bañki,26-891,Gęsia,60,73
2508,Bachlawa,28-365,Dobra,703,
2509,Barcza,23-421,Rumiank�w,352,23
2510,Baniocha,99-162,Szyprow,554,25
2511,Banaszki,75-398,Zgoda,964,2
2512,Barcin,26-664,Stokrotek,413,42
2513,Antonielów,49-804,Liliowa,597,
2514,Bania,70-131,Sprezarkowa,137,
2515,Lafajetowo,70-696,Swierkowa,151,20
2516,Bachów,98-350,Kasztanowa,776,
2517,Krzepczów,36-481,Nasturcji,438,3
2518,Gorzyczany,37-502,Zacisze,346,51
2519,Baczki,84-435,Jagodowa,911,
2520,Lubejki,28-311,Letnia,791,42
2521,Kupienin,70-473,Rycerska,684,
2522,Grabarka,81-969,Deszczowa,833,
2523,Landek,68-849,Gozdzikow,588,61
2524,Gorzupia,12-524,Sliwkowa,541,11
2525,Adamczycha,25-552,Diamentowa,382,89
2526,Bachorze,57-566,Ptasia,143,
2527,Kupin,46-486,Daktylowa,182,
2528,Lanckorona,16-135,Jagodowa,204,
2529,Baczki,39-671,Swierkowa,606,87
2530,Rogielkajmy,62-890,Opalowa,462,
2531,Kupin,43-823,Letnia,230,
2532,Antonin,26-449,Modrzewiowa,107,80
2533,Lamkówko,84-381,Blekitna,156,
2534,Barciany,15-970,Makow,50,
2535,Lubatka,50-512,Dworcowa,307,56
2536,Grabianów,75-744,Jarzebinowa,656,
2537,Abramy,38-384,Wspolna,80,
2538,Balcarzowice,60-684,Jesionowa,12,
2539,Baranówek,55-677,Rybacka,147,38
2540,Baliki,24-857,Smiala ,695,
2541,Grabia,24-365,Kra�cowa,522,
2542,Bachus,87-428,Czeresniowa,727,
2543,Lubczyno,14-270,Leszczynowa,680,
2544,Lubenia,59-340,Pszeniczna,829,1
2545,Kupin,72-916,Sadowa,680,
2546,Adamowo,82-821,Makow,270,30
2547,Baldwinowice,77-979,Nadbrzezna,930,
2548,Antolka,81-731,Smiala ,403,13
2549,Bagicz,85-695,Swierkowa,381,65
2550,Bale,14-471,Krakowska,355,
2551,Lubartów,95-318,Przyjazni,888,
2552,Balice,38-672,Topolowa,789,
2553,Baliki,39-615,Brzoskwiniowa,991,44
2554,Krajów,20-496,Wakacyjna,677,
2555,Leszkomin,53-110,Zgoda,153,
2556,Krapkowice,78-499,Jezynowa,760,48
2557,Laskowiec,13-256,Pszeniczna,687,
2558,Krzepczów,29-439,Zielona,798,
2559,Antonie,39-133,Parkowa,354,
2560,Gorzów,63-780,Szyprow,129,
2561,Bagrowo,38-895,Fiolkow,422,
2562,Krzesimowo,71-106,Zorzy,940,
2563,Rogierówko,42-640,Liliowa,868,
2564,Lubejki,53-266,Owsiana,947,
2565,Bajory,99-227,Bursztynowa,186,
2566,Lubian,74-622,Poziomkowa,418,
2567,Lubenia,28-448,Sarzynska,368,
2568,Lubaszcz,31-670,Magnolii,668,
2569,Laskownica,16-513,Stoczniowcow,932,99
2570,Antonowo,12-442,Kasztanowa,252,
2571,Krzeptów,43-192,Debowa,939,
2572,Lubejki,34-194,Promykowa,4,37
2573,Abisynia,64-491,Podmiejska,764,62
2574,Balewko,59-896,Koronkowa,681,
2575,Grabek,73-222,Sprezarkowa,333,57
2576,Bañska,93-433,Owsiana,160,19
2577,Rogawica,71-728,Topolowa,676,
2578,Lubenka,35-324,Morska,953,
2579,Baczyna,91-416,Glogowa,518,62
2580,Badulki,11-162,Krawiecka,160,6
2581,Bandysie,13-278,Bursztynowa,322,54
2582,Bachury,10-578,Polna,934,
2583,Bagdad,59-430,Opalowa,934,7
2584,Lubcz,56-620,Rzepakowa,430,
2585,Leszkomin,73-982,Ulanska,859,31
2586,Antomieszki,83-439,Szafirkow,775,3
2587,Barcie,86-659,Hebanowa,993,43
2588,Laski,80-920,Rumiank�w,844,31
2589,Kurabka,98-142,Sliwkowa,883,86
2590,Grabanów,91-838,Sezamkowa,851,
2591,Baniewice,20-849,Lakowa,645,
2592,Ladeniska,75-902,Macierzy,678,
2593,Lubaszowa,88-420,Szmaragdowa,92,
2594,Gorzycko,30-946,Szyprow,627,27
2595,Bagniewo,20-287,Plowce,380,7
2596,Gorzuchów,63-331,Wisniowa,797,
2597,Abisynia,96-308,Widokowa,247,
2598,Krakówek,60-452,Brzozowa,833,
2599,Krakowiany,73-199,Polna,170,28
2600,Bajory,27-555,Rumiank�w,733,21
2601,Adampol,73-380,Bliska,553,47
2602,Bagny,89-735,Palmowa,310,
2603,Landzmierz,67-354,Jesionowa,317,
2604,Gorzyczki,75-698,Szkolna,442,
2605,Leszkiemie,65-534,Przyjazni,268,18
2606,Anonin,34-679,Papiernicza,94,79
2607,Rogalinko,97-934,Gwiezdna,228,62
2608,Krzepocinek,14-184,Modrzewiowa,578,
2609,Anteczków,28-109,Bursztynowa,487,19
2610,Baniocha,34-793,Wichrowa,919,
2611,Baranówka,55-684,Boczna,146,80
2612,Kup,93-215,Ptasia,868,
2613,Bachów,78-344,Tradycji,820,76
2614,Lubcza,58-946,Kwiatowa,914,
2615,Kraków,33-179,Krawiecka,567,
2616,Gorzów,54-324,Rybacka,276,
2617,Antoniówka,37-130,Parkowa,878,
2618,Godziszowa,19-234,Zeglarska,763,
2619,Kupienino,34-547,Jagodowa,641,62
2620,Baranowo,98-261,Slonecznikow,642,22
2621,Landzmierz,70-197,Rzepakowa,638,
2622,Antomieszki,54-398,Wisniowa,161,
2623,Adamki,28-912,Dworcowa,475,
2624,Antoniewo,15-118,Daleka,522,
2625,Lamkowizna,99-959,Gęsia,737,12
2626,Antoniewo,45-563,Wisniowa,117,
2627,Rogalów,83-662,Niepodleglosci,424,
2628,Lubianka,18-649,Truskawkowa,758,
2629,Baranówko,92-869,Ziemowita,832,89
2630,Balnica,96-774,Daktylowa,530,90
2631,Baligród,50-301,Zgoda,767,28
2632,Barcikowo,98-848,Kwiatowa,148,46
2633,Bachury,46-987,Strumykowa,643,
2634,Gorzycko,22-978,Nagietkow,540,
2635,Anteczków,48-373,Wiatrow,322,53
2636,Baranki,66-168,Fiolkow,290,11
2637,Rogienice,41-212,Owsiana,440,87
2638,Bagrowo,18-740,Tkacka,245,
2639,Bagienko,13-920,Topolowa,90,55
2640,Rogalin,17-431,Klonowa,606,42
2641,Gorzupia,81-947,Sloneczna,62,
2642,Baranowice,75-252,Sportowa,752,68
2643,Lafajetowo,72-696,Wrzesniowa,612,
2644,Adamowa,95-590,Modrzewiowa,58,
2645,Baczki,48-108,Szeroka,411,
2646,Lubatowa,84-187,Magnolii,945,23
2647,Bagienki,55-766,Wichrowa,195,1
2648,Barcikowo,65-857,Niezapominajek,297,
2649,Adamówek,26-687,Daleka,976,
2650,Banie,62-233,Pigwowa,680,13
2651,Laskowizna,50-102,Rzeczna,313,
2652,Antonów,95-695,Klonowa,158,
2653,Rogalinko,22-508,Parkowa,539,
2654,Gorzuchów,62-514,Pogodna,517,
2655,Bakaniuk,94-317,Kalinowa,98,
2656,Grabce,80-462,Niezapominajek,502,
2657,Lalin,44-903,Slowikow,629,76
2658,Bagniewko,41-249,Szpitalna,306,65
2659,Laskowa,11-377,Plowce,692,
2660,Kup,41-967,Limbowa,394,2
2661,Baranki,23-552,Czeremchowa,111,
2662,Baranica,35-472,Krokusow,342,20
2663,Barcice,48-281,Irysow,369,
2664,Gorzyczki,20-148,Przepiorek,864,
2665,Rogalice,75-732,Lniana,898,0
2666,Lubenka,18-489,Orlikow,702,98
2667,Bachowice,75-418,Macierzy,908,86
2668,Banachy,90-313,Wedrowna,360,64
2669,Antonin,49-401,Lniana,55,64
2670,Gorzuchy,37-754,Malownicza,897,77
2671,Baldwinowice,61-425,Smiala ,366,
2672,Kraków,63-808,Zefirowa,597,82
2673,Godziszewo,90-528,Wrzosow,197,
2674,Bagienki,40-207,Kupiecka,10,
2675,Lubawka,56-739,Szkutnicza,96,
2676,Balków,90-721,Paproci,721,55
2677,Bagienica,62-487,Sprezarkowa,707,
2678,Abisynia,70-861,Modrzewiowa,74,
2679,Kupowo,54-151,Swiatowida,684,
2680,Baciuty,86-796,Saperow,239,
2681,Bandysie,67-737,Ksiezycowa,71,37
2682,Gorzuchowo,61-911,Ziemowita,39,5
2683,Kraplewo,81-744,Ksiezycowa,348,
2684,Adaminowo,77-814,Nasturcji,876,96
2685,Badulki,27-379,Zorzy,915,43
2686,Kraplewo,23-778,Rumiank�w,407,55
2687,Lubartów,50-979,Zlota,802,
2688,Balcarzowice,35-451,Paproci,573,97
2689,Rogalino,28-902,Kupiecka,625,76
2690,Kupimierz,89-250,Projektantow,144,11
2691,Bagniewko,52-793,Torfowa,127,22
2692,Balcarzowice,18-421,Rycerska,166,
2693,Gorzykowo,88-644,Szafirkow,855,
2694,Balinka,85-384,Zarnowiecka,92,44
2695,Bachorze,14-952,Jesionowa,454,39
2696,Rogalice,12-504,Rubinowa,988,26
2697,Rogiedle,57-403,Cedrowa,720,32
2698,Bagdad,29-136,Swierkowa,756,
2699,Barcino,81-191,Polnocna,243,
2700,Lasek,75-159,Bliska,80,
2701,Lubianków,50-977,Daleka,399,
2702,Laski,58-737,Jagodowa,409,
2703,Antonia,70-338,Rybacka,640,
2704,Lubawka,73-434,Sosnowa,456,88
2705,Bandysie,11-610,Limbowa,761,68
2706,Langanki,47-906,Diamentowa,196,27
2707,Antoniny,31-851,Blekitna,503,25
2708,Badów,87-901,Alabastrowa,123,
2709,Bagnica,95-868,Biwakowa,593,90
2710,Rogiedle,57-547,Wiatrow,194,
2711,Abramy,10-708,Podmiejska,612,87
2712,Bachórzec,24-249,Orlikow,887,
2713,Adamkowo,52-537,Paproci,360,69
2714,Bachorzyn,67-982,Koronkowa,660,57
2715,Bagniuki,63-272,Daktylowa,225,49
2716,Antomieszki,46-893,Gozdzikow,932,51
2717,Baciki,88-173,Slonecznikow,741,
2718,Lubatówka,42-501,Rzemieslnicza,583,74
2719,Bachów,91-368,Modrzewiowa,537,75
2720,Krakówek,52-384,Szyprow,608,
2721,Balczewo,77-229,Syrenki,140,44
2722,Antonowo,10-347,Krotka,40,51
2723,Bagniewko,62-782,Slowikow,266,21
2724,Kupienino,86-207,Projektantow,527,44
2725,Lubaszowa,64-962,Klonowa,368,2
2726,Bagny,75-873,Topolowa,133,64
2727,Bachorzyn,83-951,Brzozowa,30,1
2728,Krajów,82-372,Zarnowiecka,850,4
2729,Leszczynek,17-357,Ulanska,860,
2730,Rogazy,39-536,Gerberowa,167,
2731,Ladorudzek,44-163,Projektantow,756,2
2732,Barchów,39-771,Zakole,615,
2733,Rogielkajmy,35-944,Wspolna,453,
2734,Banaszki,31-630,Szafranowa,774,29
2735,Baraniec,39-576,Bzow,781,65
2736,Gorzycko,20-770,Solecka,278,81
2737,Anonin,98-218,Deszczowa,872,17
2738,Banica,31-309,Zwirowa,566,86
2739,Lady,12-256,Mirtowa,751,
2740,Barchów,85-664,Jarzebinowa,783,19
2741,Balinka,65-859,Czeremchowa,683,71
2742,Baranów,26-812,Wrzosow,68,18
2743,Lubiaszów,61-294,Zefirowa,805,85
2744,Barcinek,72-506,Rybacka,419,
2745,Antonów,91-929,Krakowska,54,71
2746,Leszczyny,64-483,Brzozowa,589,13
2747,Rogawica,78-646,Szyprow,625,12
2748,Kupinin,80-450,Jarzebinowa,250,
2749,Leszkiemie,72-139,Blekitna,558,82
2750,Adamierz,14-103,Mlodosci,161,36
2751,Grabianka,58-138,Nadbrzezna,96,66
2752,Antoniewo,84-166,Gwiezdna,121,44
2753,Balnica,88-690,Zytnia,844,
2754,Badulki,73-908,Swierkowa,419,4
2755,Godziszka,39-491,Bzow,598,
2756,Antoniewo,16-410,Zwyciestwa,550,
2757,Lubaty,87-298,Pocztowa,655,
2758,Gorzyczki,93-949,Nagietkow,511,43
2759,Krzepocin,44-657,Wesola,401,92
2760,Baczyna,51-852,Slowikow,552,59
2761,Bajtkowo,66-939,Projektantow,440,86
2762,Bachorze,68-250,Zyzna,707,66
2763,Balcarzowice,70-607,Gerberowa,750,
2764,Baciki,50-317,Zakole,0,25
2765,Adamierz,27-314,Roz,52,
2766,Leszczyniec,48-735,Szkutnicza,761,23
2767,Rogielkajmy,91-212,Krakowska,647,23
2768,Banachy,23-387,Szafranowa,38,79
2769,Laliki,83-534,Krotka,622,36
2770,Baranowice,55-603,Slupska,351,
2771,Kranów,22-112,Gwiezdna,851,
2772,Lubianki,39-384,Czeresniowa,566,93
2773,Antonówka,98-680,Sliwkowa,964,84
2774,Godziszowa,30-810,Widokowa,989,69
2775,Godziszowa,22-442,Lakowa,953,1
2776,Luberadz,10-794,Zbozowa,588,
2777,Bakaniuk,73-114,Zurawinowa,433,
2778,Gorzkowice,76-805,Rzepakowa,785,96
2779,Antonielów,56-654,Szyprow,742,
2780,Grabarze,52-457,Sezamkowa,174,
2781,Kramkowo,44-839,Modrzewiowa,569,
2782,Antoniewice,68-642,Jarzebinowa,930,91
2783,Bakaniuk,28-352,Czeremchowa,623,18
2784,Lubecko,59-803,Liliowa,924,54
2785,Grabce,53-566,Szkolna,766,11
2786,Balin,75-466,Bliska,232,69
2787,Laskowa,63-566,Sloneczna,52,
2788,Laryszów,73-979,Spacerowa,570,
2789,Bachórz,36-137,Szafranowa,366,5
2790,Adamów,92-663,Gajowa,808,
2791,Rogalów,77-672,Wierzbowa,896,5
2792,Bañska,23-453,Wedrowna,269,
2793,Baranówko,16-709,Strumykowa,2,57
2794,Laskowiec,71-202,Lniana,256,66
2795,Antoniówka,13-151,Syrenki,981,
2796,Badrzychowice,91-670,Slaska,749,
2797,Baranówko,72-888,Cedrowa,590,49
2798,Bagienki,74-174,Zlotych Klosow,986,22
2799,Baczków,37-433,Jagodowa,413,42
2800,Bagienki,20-153,Wiklinowa,756,
2801,Rogalik,79-537,Solecka,864,41
2802,Bandysie,53-172,Jesionowa,243,
2803,Antonin,15-986,Rumiank�w,172,
2804,Kurabka,53-844,Opalowa,540,
2805,Rogiedle,88-919,Daktylowa,989,
2806,Gorzyczany,44-151,Wypoczynkowa,934,
2807,Krakowice,82-550,Gajowa,788,
2808,Adamczycha,64-751,Poziomkowa,605,52
2809,Lafajetowo,24-938,Wiatrow,522,
2810,Gorzykowo,74-221,Wichrowa,785,77
2811,Baranówka,23-673,Zytnia,592,12
2812,Krzeptów,20-432,Krokusow,618,43
2813,Lamki,58-214,Brzoskwiniowa,453,86
2814,Banica,79-564,Sportowa,843,
2815,Krzepiszyn,40-598,Wierzbowa,128,
2816,Gorzupia,57-871,Slupska,354,
2817,Barankowo,95-822,Blekitna,427,29
2818,Adamierz,59-258,Ziemowita,704,
2819,Baranica,45-878,Gęsia,465,
2820,Laski,52-591,Krotka,848,46
2821,Baldram,22-349,Opalowa,779,19
2822,Krzepielów,82-663,Diamentowa,743,
2823,Banachy,13-987,Poziomkowa,206,94
2824,Adamówka,68-813,Paproci,175,56
2825,Lamkówko,19-841,Rzepakowa,11,39
2826,Barcie,57-844,Zwyciestwa,856,21
2827,Gorzyczki,44-147,Lniana,328,62
2828,Adamkowo,31-743,Alabastrowa,160,24
2829,Baranówka,76-117,Mahoniowa,772,56
2830,Antoniki,72-379,Golebia,355,
2831,Rogalino,39-148,Wspolna,694,
2832,Lalkowy,67-798,Przepiorek,252,93
2833,Antonin,65-748,Brzozowa,828,
2834,Krakuszowice,19-900,Blawatkow,817,
2835,Krakowice,10-790,Ziemowita,132,37
2836,Bagrowo,50-459,Rzepakowa,976,96
2837,Lubenka,14-522,Czeremchowa,721,
2838,Kramarka,75-841,Mlynska,241,60
2839,Leszkowice,51-178,Jabloniowa,685,47
2840,Gorzyczki,60-927,Tradycji,693,
2841,Krzepielów,57-956,Przyjazni,61,87
2842,Adamka,32-890,Nadbrzezna,782,
2843,Lubartów,33-511,Zielone Wzgorze,344,92
2844,Abramowice,73-629,Liliowa,268,
2845,Landzmierz,17-311,Glogowa,690,56
2846,Bagniuki,27-569,Spokojna,25,
2847,Lanckorona,42-485,Bzow,267,
2848,Bandrów,81-620,Paproci,298,
2849,Baraniec,19-964,Koronkowa,387,
2850,Bachórzec,67-870,Malownicza,921,
2851,Gorzkowice,24-860,Gerberowa,43,
2852,Balcerów,30-599,Rumiank�w,277,25
2853,Bachów,37-967,Cicha,829,21
2854,Baranówko,10-698,Jasna,131,
2855,Barchnowy,72-571,Poziomkowa,594,
2856,Leszczynka,73-921,Rzeczna,529,
2857,Laskowice,27-364,Orlikow,169,
2858,Kupnina,19-699,Kwiatowa,250,70
2859,Krzepin,25-311,Zurawia,99,77
2860,Barankowo,31-613,Rzemieslnicza,440,0
2861,Banino,35-799,Slonecznikow,349,
2862,Banino,68-657,Slaska,776,
2863,Gorzykowo,80-603,Palmowa,90,
2864,Lalkowy,64-345,Sezamkowa,984,57
2865,Baranowice,26-110,Olchowa,620,
2866,Adamierz,70-631,Mlodosci,453,78
2867,Laliki,37-877,Jodlowa,711,29
2868,Laryszów,38-102,Cedrowa,913,5
2869,Gorzycko,41-730,Szeroka,209,75
2870,Bagienko,39-596,Jasna,943,81
2871,Baranowo,10-280,Jasna,93,49
2872,Balin,53-538,Nagietkow,963,
2873,Bagienica,50-986,Daleka,174,37
2874,Lubatowa,68-873,Roz,743,51
2875,Balcarzowice,64-637,Jasna,375,
2876,Krakulice,88-677,Zyzna,565,74
2877,Kupno,45-589,Szyprow,976,64
2878,Gorzków,71-579,Gajowa,420,
2879,Bachorzew,49-635,Jodlowa,602,
2880,Balcerów,66-157,Nagietkow,948,
2881,Rogalinko,52-499,Zlota,101,23
2882,Kupienin,48-273,Jesionowa,303,87
2883,Kupimierz,75-392,Deszczowa,574,
2884,Kupin,11-177,Orlikow,776,68
2885,Lafajetowo,99-808,Krotka,346,98
2886,Achrymowce,38-272,Szkolna,201,
2887,Barankowo,13-167,Rubinowa,907,
2888,Rogalinek,25-628,Niezapominajek,448,84
2889,Abisynia,25-754,Wedrowna,523,
2890,Adamów,41-172,Golebia,405,98
2891,Bachorzew,19-309,Szyprow,344,
2892,Godziszka,15-887,Tychowska,173,
2893,Rogienice,85-455,Debowa,627,94
2894,Rogaszyce,63-225,Gozdzikow,58,7
2895,Lubianków,18-928,Sadowa,925,
2896,Antoniów,53-417,Rybacka,47,
2897,Lubczyno,16-103,Krawiecka,52,1
2898,Kramkowo,63-964,Zalesie,789,
2899,Laryszów,31-465,Plowce,415,37
2900,Adamów,85-129,Dobra,232,
2901,Langanki,30-715,Wakacyjna,551,54
2902,Adamierz,84-455,Zwyciestwa,780,
2903,Kupce,46-338,Wakacyjna,134,11
2904,Gorzków,52-822,Nadbrzezna,944,
2905,Lasek,64-910,Debowa,329,
2906,Antonów,55-217,Sadowa,385,18
2907,Bachorzew,97-704,Slowianska,783,26
2908,Rogalki,62-148,Rycerska,360,
2909,Ladorudzek,90-710,Ulanska,962,31
2910,Rogielkajmy,48-382,Papiernicza,408,
2911,Baniewice,19-848,Orzechowa,761,73
2912,Bagatele,24-580,Gęsia,113,15
2913,Banachy,33-893,Orzechowa,776,
2914,Rogalinko,31-425,Jabloniowa,773,
2915,Krzepielów,72-101,Spokojna,756,
2916,Lubiana,66-767,Tychowska,393,
2917,Grabarka,36-480,Jarzebinowa,615,
2918,Baranów,69-210,Projektantow,813,
2919,Bachmatówka,28-348,Wesola,102,31
2920,Barchnowy,72-948,Ksiezycowa,199,
2921,Laskownica,68-669,Opalowa,281,17
2922,Lubiana,10-935,Zielona,3,
2923,Baranica,71-144,Morska,438,73
2924,Banie,77-898,Koronkowa,469,74
2925,Rogalik,76-116,Gajowa,608,33
2926,Balbinów,89-826,Mirtowa,456,90
2927,Rogawica,97-739,Papiernicza,33,47
2928,Bañska,33-953,Gęsia,109,33
2929,Bañska,97-228,Rozana,438,
2930,Laskowo,78-705,Zakole,966,
2931,Lubatówka,99-597,Letnia,563,
2932,Kramnik,86-411,Jasna,29,84
2933,Antonia,34-436,Ptasia,310,8
2934,Baranki,64-861,Strusia,443,98
2935,Bagicz,75-204,Sliwkowa,176,9
2936,Balewko,49-993,Niezapominajek,25,78
2937,Bachmackie,34-352,Nadbrzezna,471,
2938,Kramarzewo,69-389,Daktylowa,773,
2939,Leszkowy,58-324,Wisniowa,679,58
2940,Bañska,75-672,Wedrowna,244,8
2941,Baranowiec,33-524,Krakowska,805,8
2942,Adamowizna,48-986,Daktylowa,686,75
2943,Laska,12-891,Polnocna,602,
2944,Godziszewo,97-173,Zefirowa,331,
2945,Bachorze,14-533,Leszczynowa,497,
2946,Leszczyna,78-343,Wedrowna,974,
2947,Bañska,28-109,Krakowska,749,57
2948,Grabczok,67-586,Gerberowa,489,65
2949,Annówka,66-872,Akacjowa,464,
2950,Gorzyca,68-728,Wiatrow,618,94
2951,Grabianów,64-713,Parkowa,428,
2952,Bagienice,38-905,Rubinowa,573,
2953,Bañska,77-745,Spacerowa,791,
2954,Baczyn,75-958,Kwiatowa,632,87
2955,Leszczyny,28-665,Mahoniowa,331,29
2956,Las,85-422,Zalesie,264,37
2957,Bagdad,89-316,Magnolii,142,33
2958,Barchnowy,72-341,Orzechowa,476,
2959,Rogity,19-111,Grodzka,922,99
2960,Bagatela,22-719,Fiolkow,525,5
2961,Lasek,34-293,Wodnika,952,25
2962,Gorzków,31-734,Zalesie,856,63
2963,Bale,47-655,Tkacka,930,51
2964,Abisynia,59-899,Wrzosow,976,40
2965,Lubianek,32-114,Azaliowa,729,
2966,Barbarka,38-160,Zielona,831,93
2967,Lubawka,69-914,Zlotych Klosow,205,
2968,Gorzkowice,18-968,Bzow,937,65
2969,Rogalik,73-638,Zalesie,120,70
2970,Barce,84-205,Zgoda,392,
2971,Adamowo,11-760,Krakowska,198,13
2972,Grabianowo,70-816,Zakole,354,36
2973,Landzmierz,58-198,Brzozowa,40,
2974,Barcice,10-788,Saperow,491,5
2975,Bajtkowo,22-119,Mlynska,580,14
2976,Barcino,20-397,Szkolna,200,36
2977,Baniocha,61-783,Krawiecka,221,
2978,Laliny,52-692,Zlotych Klosow,4,21
2979,Kup,10-318,Spacerowa,243,27
2980,Grabarka,76-797,Jezynowa,688,
2981,Gorzów,87-228,Koronkowa,60,3
2982,Bakaniuk,28-779,Promowa,609,
2983,Krajów,21-252,Poziomkowa,741,28
2984,Kramarka,75-615,Ksiezycowa,187,24
2985,Adamowo,68-510,Promykowa,530,
2986,Barciany,64-370,Wichrowa,671,65
2987,Rogazy,86-675,Gwiezdna,111,53
2988,Kup,58-993,Wierzbowa,935,10
2989,Gorzuchów,22-332,Pszeniczna,670,
2990,Adampol,89-780,Papiernicza,390,87
2991,Krzepin,41-639,Macierzy,439,78
2992,Kraków,40-443,Modrzewiowa,753,
2993,Antoniewko,41-566,Boczna,723,
2994,Kraplewo,95-599,Opalowa,331,11
2995,Krzepczów,91-847,Rzeczna,854,
2996,Grabarze,87-922,Jasna,808,41
2997,Krzeptów,57-336,Biwakowa,929,18
2998,Bajory,93-557,Blawatkow,929,
2999,Bajory,46-514,Pancerniakow,421,63
3000,Gorzkowiczki,34-484,Nadbrzezna,169,
3001,Lasek,65-364,Opalowa,581,6
3002,Barce,14-325,Niezapominajek,30,
3003,Bagny,31-388,Syrenki,15,94
3004,Leszkomin,97-303,Strumykowa,35,85
3005,Adamek,33-356,Deszczowa,185,
3006,Bachorzewo,63-240,Swiatowida,693,
3007,Gorzkowiczki,36-498,Blawatkow,804,
3008,Baranowo,47-457,Fiolkow,977,
3009,Lubasz,46-256,Opalowa,353,
3010,Kupno,37-714,Bursztynowa,188,
3011,Banino,33-172,Dworcowa,325,15
3012,Gorzkowice,69-864,Rumiank�w,684,4
3013,Lubiana,86-150,Rubinowa,756,
3014,Lanckorona,14-588,Promowa,480,
3015,Gorzkowiczki,84-867,Truskawkowa,940,86
3016,Lubianek,38-240,Glogowa,523,
3017,Lubatówka,72-417,Polnocna,624,72
3018,Lubianek,64-387,Diamentowa,1,82
3019,Gorzuchów,66-456,Sportowa,336,63
3020,Bachorzyn,41-920,Jesionowa,39,89
3021,Kramarzyny,21-813,Szafranowa,571,17
